date,PRECTOTCORR,T2M,RH2M
20231011,15.02,26.4,88.66
20231012,7.83,25.73,86.51
20231013,11.72,26.41,84.39
20231014,23.96,26.13,85.71
20231015,16.78,25.93,88.81
20231016,9.79,26.28,86.79
20231017,18.95,26.21,86.56
20231018,19.74,25.54,91.51
20231019,18.22,25.27,87.62
20231020,16.67,26.07,84.72
20231021,9.79,25.66,88.4
20231022,19.8,26.18,88.32
20231023,35.25,25.43,89.7
20231024,5.12,26.77,82.73
20231025,5.92,26.82,79.53
20231026,1.88,27.42,76.64
20231027,4.71,27.3,82.18
20231028,28.75,26.3,89.41
20231029,23.52,25.77,89.39
20231030,23.87,26.0,88.16
20231031,43.08,26.82,85.42
20231101,13.53,26.76,81.8
20231102,15.92,26.34,86.59
20231103,29.61,25.68,91.13
20231104,25.44,26.18,89.35
20231105,17.98,26.38,85.63
20231106,22.73,26.72,84.66
20231107,15.46,27.23,82.15
20231108,20.07,26.74,87.76
20231109,29.62,25.78,84.46
20231110,21.85,26.78,82.3
20231111,11.59,26.98,86.85
20231112,39.94,27.29,85.33
20231113,10.99,26.35,88.17
20231114,6.77,26.18,90.33
20231115,6.9,26.49,88.62
20231116,1.83,26.69,86.74
20231117,9.87,26.92,87.79
20231118,28.01,26.95,88.47
20231119,23.49,27.0,81.64
20231120,13.01,27.17,80.17
20231121,12.33,27.37,84.83
20231122,38.34,25.97,88.97
20231123,9.14,26.65,84.68
20231124,11.72,27.21,81.68
20231125,6.17,27.29,80.51
20231126,1.25,27.22,78.89
20231127,15.29,27.28,82.88
20231128,14.95,27.19,81.7
20231129,22.46,26.18,87.84
20231130,8.08,25.71,85.79
20231201,6.75,25.82,88.81
20231202,8.26,26.23,89.84
20231203,18.42,26.84,87.9
20231204,13.72,26.49,90.39
20231205,14.03,27.07,90.14
20231206,6.4,26.75,89.81
20231207,5.7,26.76,86.38
20231208,23.15,26.6,89.2
20231209,21.96,26.72,85.55
20231210,11.08,27.23,83.61
20231211,9.9,27.11,84.84
20231212,39.13,26.49,87.77
20231213,2.59,26.14,88.43
20231214,11.88,26.4,89.65
20231215,31.22,25.96,91.03
20231216,12.76,26.54,86.29
20231217,8.44,26.97,86.4
20231218,21.09,26.74,83.68
20231219,6.91,26.63,85.56
20231220,5.38,26.76,87.96
20231221,4.72,27.08,84.68
20231222,1.43,26.41,86.18
20231223,0.09,26.08,81.67
20231224,0.75,26.53,84.71
20231225,1.06,26.21,84.87
20231226,3.5,26.13,86.27
20231227,9.45,26.89,88.57
20231228,13.93,26.85,90.59
20231229,9.8,26.53,89.03
20231230,9.98,26.61,87.47
20231231,14.96,26.63,86.37
20240101,24.76,25.92,90.07
20240102,6.37,26.6,83.62
20240103,1.25,26.57,85.64
20240104,2.25,27.0,82.91
20240105,5.41,27.24,84.53
20240106,8.43,26.05,88.37
20240107,31.3,26.59,80.53
20240108,18.7,26.38,83.35
20240109,11.97,25.65,87.86
20240110,20.8,25.97,89.38
20240111,2.73,26.2,87.26
20240112,0.14,25.76,84.82
20240113,0.02,25.2,84.54
20240114,0.01,25.0,84.55
20240115,0.0,24.31,81.0
20240116,0.02,24.84,77.49
20240117,0.08,26.16,79.87
20240118,6.93,26.35,83.72
20240119,7.25,26.67,84.37
20240120,8.33,26.5,84.53
20240121,1.27,26.6,83.21
20240122,0.01,26.65,82.92
20240123,0.0,25.42,80.51
20240124,0.0,24.64,76.95
20240125,0.0,24.61,74.99
20240126,0.0,24.92,79.68
20240127,0.13,25.39,81.81
20240128,0.56,25.86,85.04
20240129,0.92,26.1,84.87
20240130,5.53,26.41,87.37
20240131,13.21,26.53,86.74
20240201,2.03,26.6,89.06
20240202,5.19,27.05,82.64
20240203,0.27,27.05,82.76
20240204,5.54,26.63,85.19
20240205,1.89,26.86,84.53
20240206,0.01,25.62,80.58
20240207,0.0,25.02,80.51
20240208,0.0,25.04,81.27
20240209,0.0,25.32,81.32
20240210,0.01,25.65,81.03
20240211,0.0,25.42,80.93
20240212,0.19,26.38,83.38
20240213,0.68,26.74,84.31
20240214,0.79,26.75,84.47
20240215,0.21,26.57,82.47
20240216,1.09,26.2,85.87
20240217,0.26,26.83,83.28
20240218,0.03,26.51,80.38
20240219,0.18,26.94,81.11
20240220,0.2,27.59,79.95
20240221,0.42,27.56,82.21
20240222,0.34,27.0,86.52
20240223,2.46,27.76,80.39
20240224,3.71,27.75,79.65
20240225,0.38,27.09,77.77
20240226,0.65,27.81,80.41
20240227,0.77,27.73,80.57
20240228,0.16,27.11,80.58
20240229,0.14,27.39,78.58
20240301,0.21,27.28,78.73
20240302,0.06,26.72,75.51
20240303,0.37,27.31,75.64
20240304,0.16,27.24,75.07
20240305,0.15,27.36,73.53
20240306,0.95,27.33,78.39
20240307,0.25,27.94,72.24
20240308,1.54,27.45,75.03
20240309,0.6,27.74,68.07
20240310,0.04,27.39,69.89
20240311,0.0,27.23,73.45
20240312,0.04,27.8,72.6
20240313,0.27,27.77,74.74
20240314,0.19,27.84,73.35
20240315,0.31,27.84,72.13
20240316,0.95,27.34,79.1
20240317,0.57,27.73,67.24
20240318,0.0,27.55,65.12
20240319,0.06,27.87,66.87
20240320,0.52,28.42,69.56
20240321,5.2,28.15,78.61
20240322,20.55,28.33,80.77
20240323,2.84,28.98,75.1
20240324,7.91,28.18,78.68
20240325,0.23,28.46,73.46
20240326,0.95,28.33,71.84
20240327,9.72,27.87,81.76
20240328,0.84,29.08,72.5
20240329,2.46,28.5,78.66
20240330,0.41,28.6,74.39
20240331,1.08,28.54,76.58
20240401,5.16,28.43,76.64
20240402,7.98,28.82,78.12
20240403,4.94,28.82,80.19
20240404,7.41,29.08,77.85
20240405,4.62,28.3,82.53
20240406,0.98,29.18,78.39
20240407,2.79,28.66,82.63
20240408,1.58,29.18,77.16
20240409,0.45,29.65,69.1
20240410,0.92,29.32,72.24
20240411,6.71,29.19,78.51
20240412,23.79,27.92,83.04
20240413,4.51,28.46,75.15
20240414,7.28,29.1,75.95
20240415,5.37,28.77,78.83
20240416,3.99,28.65,79.43
20240417,1.83,28.7,81.74
20240418,0.89,28.81,81.93
20240419,0.64,28.71,83.55
20240420,6.29,29.02,82.47
20240421,8.12,29.15,82.13
20240422,5.74,28.65,83.9
20240423,6.95,28.9,79.51
20240424,5.3,28.67,82.8
20240425,1.42,28.79,80.09
20240426,0.7,28.73,75.72
20240427,9.83,29.2,76.96
20240428,5.16,29.05,80.92
20240429,7.85,28.86,83.97
20240430,15.33,28.23,88.06
20240501,2.86,28.75,83.77
20240502,0.51,29.2,82.92
20240503,0.66,29.43,83.97
20240504,0.46,29.24,83.12
20240505,3.24,29.02,85.11
20240506,4.93,29.22,85.0
20240507,6.57,28.92,86.95
20240508,5.11,29.06,83.49
20240509,11.45,27.99,86.19
20240510,8.49,27.72,80.64
20240511,5.81,28.66,77.34
20240512,11.95,27.68,86.72
20240513,23.82,28.41,82.26
20240514,15.37,28.03,82.69
20240515,14.19,27.94,83.07
20240516,16.31,27.67,86.03
20240517,4.66,27.86,83.77
20240518,36.89,27.64,87.33
20240519,27.78,27.81,87.76
20240520,12.28,27.78,84.57
20240521,3.76,28.55,82.48
20240522,10.91,27.99,85.89
20240523,12.02,27.9,86.34
20240524,14.68,27.72,87.05
20240525,14.4,27.85,88.29
20240526,15.29,28.08,87.34
20240527,10.71,27.59,86.8
20240528,5.46,27.6,85.1
20240529,10.96,27.51,87.85
20240530,5.69,27.52,88.9
20240531,5.13,27.46,89.54
20240601,10.4,27.68,90.04
20240602,40.2,26.9,88.83
20240603,7.87,26.74,88.37
20240604,4.58,27.26,87.96
20240605,0.99,27.28,86.27
20240606,1.92,27.39,87.28
20240607,4.91,27.13,87.87
20240608,3.46,27.43,85.75
20240609,8.95,27.24,88.51
20240610,3.68,27.37,87.11
20240611,1.01,27.45,87.54
20240612,1.44,27.33,86.62
20240613,0.85,27.32,88.68
20240614,1.15,27.64,87.45
20240615,3.12,27.43,87.69
20240616,1.58,27.45,87.33
20240617,0.54,27.64,87.14
20240618,3.09,27.42,88.56
20240619,4.57,27.2,88.26
20240620,7.5,27.09,86.94
20240621,5.68,27.16,85.27
20240622,9.81,26.94,82.81
20240623,1.71,27.32,84.39
20240624,8.38,27.3,86.26
20240625,1.84,27.29,85.94
20240626,6.16,26.53,86.49
20240627,5.03,26.91,89.65
20240628,2.56,27.09,88.0
20240629,0.58,26.93,88.92
20240630,2.86,27.11,88.85
20240701,3.56,27.11,86.47
20240702,1.17,26.96,89.36
20240703,2.66,27.14,89.81
20240704,5.07,27.13,82.85
20240705,13.39,26.99,85.96
20240706,4.75,26.76,82.67
20240707,4.5,26.77,87.8
20240708,5.14,26.47,84.81
20240709,1.59,27.12,81.85
20240710,1.88,27.11,84.72
20240711,2.2,27.25,85.92
20240712,5.86,27.33,88.16
20240713,3.99,26.6,88.04
20240714,3.79,27.03,84.74
20240715,7.09,27.14,85.93
20240716,1.37,26.99,86.74
20240717,2.59,26.87,87.28
20240718,2.96,26.43,88.52
20240719,1.83,26.87,88.07
20240720,0.62,27.09,90.68
20240721,0.67,27.2,88.89
20240722,2.11,27.19,87.53
20240723,1.39,26.92,87.62
20240724,0.62,27.12,88.12
20240725,1.25,26.61,86.24
20240726,0.93,27.17,87.8
20240727,2.01,27.13,88.52
20240728,6.03,27.32,89.29
20240729,8.6,27.34,84.69
20240730,11.95,26.48,83.8
20240731,2.83,27.1,87.43
20240801,2.81,26.94,87.47
20240802,3.32,26.7,86.8
20240803,2.24,26.5,85.65
20240804,1.47,26.86,86.89
20240805,3.92,26.56,85.43
20240806,1.54,26.61,86.71
20240807,0.49,26.85,84.34
20240808,1.42,26.64,84.32
20240809,0.43,26.88,82.89
20240810,1.75,26.81,84.42
20240811,6.29,26.72,84.94
20240812,12.56,26.8,88.61
20240813,15.2,26.24,91.44
20240814,6.24,26.33,88.21
20240815,2.16,26.91,88.01
20240816,15.03,27.47,88.64
20240817,24.01,27.01,87.24
20240818,8.52,26.99,88.49
20240819,9.0,26.73,90.74
20240820,21.34,26.56,87.82
20240821,8.64,26.35,84.6
20240822,0.48,26.06,84.78
20240823,0.76,26.64,84.1
20240824,0.76,26.5,87.37
20240825,0.58,26.67,85.96
20240826,0.09,27.15,83.15
20240827,0.04,26.78,85.08
20240828,0.18,26.86,86.19
20240829,1.57,27.11,86.19
20240830,10.89,26.71,86.1
20240831,3.84,26.69,85.42
20240901,7.5,26.88,84.42
20240902,10.19,27.19,85.48
20240903,5.6,26.51,87.04
20240904,2.16,26.99,85.7
20240905,2.93,27.05,87.9
20240906,2.45,27.15,87.24
20240907,2.84,27.18,88.02
20240908,3.14,27.18,86.92
20240909,6.07,27.07,87.35
20240910,4.78,27.07,86.94
20240911,7.5,26.99,86.09
20240912,0.59,26.79,85.7
20240913,1.06,27.11,87.03
20240914,1.71,27.08,87.72
20240915,1.08,27.13,87.41
20240916,0.98,27.28,86.83
20240917,0.34,27.27,86.7
20240918,0.83,27.17,87.08
20240919,0.44,27.19,85.19
20240920,0.44,27.05,85.23
20240921,1.88,27.21,85.14
20240922,1.54,27.24,84.46
20240923,0.41,27.27,83.29
20240924,2.63,27.52,84.41
20240925,1.41,27.46,86.2
20240926,2.25,27.51,85.56
20240927,4.08,26.76,86.44
20240928,4.88,27.5,82.32
20240929,12.17,27.47,82.28
20240930,9.05,27.49,79.84
20241001,2.38,27.66,82.1
20241002,3.95,27.13,86.69
20241003,3.16,27.28,84.75
20241004,0.69,27.18,85.28
20241005,4.94,26.83,86.51
20241006,5.13,25.76,88.12
20241007,30.2,25.87,88.59
20241008,15.11,25.76,86.76
20241009,6.39,26.44,86.58
20241010,13.66,26.28,87.04
20241011,19.05,26.07,87.16
20241012,19.69,25.8,86.42
20241013,8.94,26.15,84.37
20241014,16.47,25.6,87.49
20241015,2.46,26.4,85.47
20241016,4.12,26.86,87.17
20241017,0.61,27.06,86.48
20241018,0.11,27.1,85.35
20241019,0.66,26.68,85.9
20241020,6.06,26.86,86.07
20241021,8.95,27.01,87.64
20241022,6.6,27.09,86.58
20241023,13.86,26.73,89.6
20241024,2.6,26.73,86.25
20241025,2.67,27.08,86.11
20241026,8.9,26.93,89.16
20241027,7.87,26.7,89.08
20241028,1.24,26.95,88.64
20241029,0.46,27.16,88.11
20241030,0.4,27.11,88.1
20241031,0.32,27.0,86.28
20241101,5.61,26.99,85.78
20241102,34.35,26.4,84.43
20241103,24.39,26.66,81.8
20241104,15.09,26.59,84.18
20241105,14.96,26.18,84.19
20241106,1.41,26.69,79.43
20241107,5.19,26.7,83.84
20241108,23.92,26.75,92.09
20241109,8.36,26.92,85.63
20241110,0.15,26.68,84.16
20241111,0.14,26.95,83.12
20241112,2.33,26.8,84.84
20241113,7.36,27.01,86.68
20241114,25.59,26.94,86.62
20241115,21.83,27.36,81.97
20241116,6.79,27.83,77.23
20241117,5.28,27.76,79.65
20241118,4.65,27.31,81.74
20241119,25.37,26.62,87.97
20241120,5.87,26.79,86.63
20241121,4.77,26.67,85.2
20241122,19.75,26.41,88.63
20241123,11.3,26.97,83.55
20241124,13.94,26.05,88.23
20241125,11.78,25.55,90.04
20241126,36.8,25.93,91.03
20241127,9.0,25.95,90.42
20241128,1.69,25.96,83.46
20241129,3.04,26.16,86.49
20241130,6.65,26.34,87.21
20241201,0.24,26.67,83.1
20241202,0.09,26.47,79.99
20241203,0.06,26.95,78.2
20241204,0.37,27.2,75.67
20241205,3.98,26.69,84.58
20241206,0.81,25.98,85.47
20241207,0.22,26.67,80.89
20241208,5.97,26.41,83.31
20241209,0.81,26.16,81.15
20241210,0.46,26.19,82.83
20241211,1.15,26.4,86.17
20241212,10.87,26.25,86.62
20241213,20.32,26.75,84.39
20241214,25.82,26.51,87.88
20241215,2.16,26.0,84.43
20241216,11.98,25.93,90.27
20241217,1.02,25.87,89.77
20241218,1.95,26.27,87.57
20241219,7.81,26.56,86.91
20241220,3.13,26.83,88.37
20241221,5.35,27.02,89.92
20241222,3.07,26.8,87.12
20241223,0.25,26.21,84.3
20241224,0.0,25.77,81.55
20241225,0.0,26.02,78.17
20241226,0.2,26.66,79.39
20241227,2.06,26.92,83.4
20241228,1.14,26.57,83.67
20241229,0.72,25.96,85.26
20241230,4.64,26.86,83.82
20241231,6.72,26.56,84.99
